segment,bin,golden_i,golden_q
0,1492,11,18
0,1493,10,19
0,1494,10,19
0,1495,9,19
0,1496,9,20
0,1497,8,20
0,1498,7,20
0,1499,7,21
0,1500,6,21
0,1501,5,21
0,1502,5,21
0,1503,4,21
0,1504,3,22
0,1505,3,22
0,1506,2,22
0,1507,1,22
0,1508,0,22
0,1509,0,22
0,1510,-1,22
0,1511,-2,22
0,1512,-2,22
0,1513,-3,22
0,1514,-4,22
0,1515,-4,22
0,1516,-5,22
0,1517,-6,21
0,1518,-6,21
0,1519,-7,21
0,1520,-8,21
0,1521,-8,21
0,1522,-9,20
0,1523,-10,20
0,1524,-10,20
0,1525,-11,19
0,1526,-12,19
0,1527,-12,19
0,1528,-13,18
0,1529,-13,18
0,1530,-14,18
0,1531,-15,17
0,1532,-15,17
0,1533,-16,16
0,1534,-16,16
0,1535,-17,15
0,1536,-17,15
0,1537,-18,14
0,1538,-18,14
0,1539,-19,13
0,1540,-19,13
0,1541,-20,12
0,1542,-20,12
0,1543,-20,11
0,1544,-21,10
0,1545,-21,10
0,1546,-21,9
0,1547,-22,9
0,1548,-22,8
0,1549,-22,7
0,1550,-22,7
0,1551,-22,6
0,1552,-23,6
0,1553,-23,5
0,1554,-23,4
0,1555,-23,4
0,1556,-23,3
0,1557,-23,2
0,1558,-23,1
0,1559,-23,1
0,1560,-23,0
0,1561,-23,-1
0,1562,-23,-1
0,1563,-23,-2
0,1564,-23,-3
0,1565,-23,-3
0,1566,-23,-4
0,1567,-23,-5
0,1568,-23,-5
0,1569,-23,-6
0,1570,-22,-6
0,1571,-22,-7
0,1572,-22,-8
0,1573,-22,-8
0,1574,-21,-9
0,1575,-21,-10
0,1576,-21,-10
0,1577,-20,-11
0,1578,-20,-11
0,1579,-20,-12
0,1580,-19,-12
0,1581,-19,-13
0,1582,-18,-14
0,1583,-18,-14
0,1584,-17,-15
0,1585,-17,-15
0,1586,-16,-16
0,1587,-16,-16
0,1588,-15,-17
0,1589,-15,-17
0,1590,-14,-17
0,1591,-14,-18
0,1592,-13,-18
0,1593,-13,-19
0,1594,-12,-19
0,1595,-12,-19
0,1596,-11,-20
0,1597,-11,-20
0,1598,-10,-20
0,1599,-9,-21
0,1600,-9,-21
0,1601,-8,-21
0,1602,-8,-21
0,1603,-7,-22
0,1604,-6,-22
0,1605,-6,-22
0,1606,-5,-22
0,1607,-4,-22
0,1608,-3,-22
0,1609,-3,-22
0,1610,-2,-23
0,1611,-1,-23
0,1612,-1,-23
0,1613,0,-23
0,1614,1,-22
0,1615,1,-22
0,1616,2,-22
0,1617,3,-22
0,1618,3,-22
0,1619,4,-22
0,1620,5,-22
0,1621,5,-21
0,1622,6,-21
0,1623,7,-21
0,1624,7,-21
0,1625,8,-20
0,1626,8,-20
0,1627,9,-20
0,1628,10,-20
0,1629,10,-19
0,1630,11,-19
0,1631,11,-19
0,1632,12,-18
0,1633,13,-18
0,1634,13,-17
0,1635,14,-17
0,1636,14,-16
0,1637,15,-16
0,1638,15,-15
0,1639,16,-15
0,1640,16,-14
0,1641,17,-14
0,1642,17,-13
0,1643,17,-13
0,1644,18,-13
0,1645,18,-12
0,1646,19,-11
0,1647,19,-11
0,1648,19,-10
0,1649,20,-10
0,1650,20,-9
0,1651,20,-8
0,1652,20,-8
0,1653,21,-7
0,1654,21,-7
0,1655,21,-6
0,1656,21,-5
0,1657,22,-5
0,1658,22,-4
0,1659,22,-3
0,1660,22,-3
0,1661,22,-2
0,1662,22,-1
0,1663,22,-1
0,1664,22,0
0,1665,22,1
0,1666,22,1
0,1667,22,2
0,1668,22,3
0,1669,22,3
0,1670,22,4
0,1671,21,5
0,1672,21,5
0,1673,21,6
0,1674,21,7
0,1675,21,7
0,1676,20,8
0,1677,20,9
0,1678,20,9
0,1679,19,10
0,1680,19,10
0,1681,19,11
0,1682,18,12
0,1683,18,12
0,1684,17,13
0,1685,17,13
0,1686,16,14
0,1687,16,14
0,1688,15,15
0,1689,15,15
0,1690,14,16
0,1691,14,16
0,1692,13,17
0,1693,13,17
0,1694,12,18
0,1695,12,18
0,1696,11,19
0,1697,11,19
0,1698,10,19
0,1699,10,20
0,1700,9,20
0,1701,8,20
0,1702,8,21
0,1703,7,21
0,1704,7,21
0,1705,6,21
0,1706,5,21
0,1707,5,22
0,1708,4,22
0,1709,3,22
0,1710,3,22
0,1711,2,22
0,1712,1,22
0,1713,1,22
0,1714,0,23
0,1715,-1,23
0,1716,-2,23
0,1717,-2,22
0,1718,-3,22
0,1719,-3,22
0,1720,-4,22
0,1721,-5,22
0,1722,-5,22
0,1723,-6,22
0,1724,-7,22
0,1725,-7,21
0,1726,-8,21
0,1727,-9,21
0,1728,-9,21
0,1729,-10,20
0,1730,-10,20
0,1731,-11,20
0,1732,-12,19
0,1733,-12,19
0,1734,-13,18
0,1735,-13,18
0,1736,-14,18
0,1737,-14,17
0,1738,-15,17
0,1739,-15,16
0,1740,-16,16
0,1741,-16,15
0,1742,-17,15
0,1743,-17,14
0,1744,-18,14
0,1745,-18,13
0,1746,-18,13
0,1747,-19,12
0,1748,-19,12
0,1749,-20,11
0,1750,-20,10
0,1751,-20,10
0,1752,-21,9
0,1753,-21,9
0,1754,-21,8
0,1755,-21,7
0,1756,-22,7
0,1757,-22,6
0,1758,-22,5
0,1759,-22,5
0,1760,-22,4
0,1761,-23,3
0,1762,-23,3
0,1763,-23,2
0,1764,-23,1
0,1765,-23,1
0,1766,-23,0
0,1767,-23,-1
0,1768,-23,-1
0,1769,-23,-2
0,1770,-23,-3
0,1771,-22,-3
0,1772,-22,-4
0,1773,-22,-5
0,1774,-22,-5
0,1775,-22,-6
0,1776,-22,-7
0,1777,-21,-7
0,1778,-21,-8
0,1779,-21,-8
0,1780,-21,-9
0,1781,-20,-10
0,1782,-20,-10
0,1783,-20,-11
0,1784,-19,-12
0,1785,-19,-12
0,1786,-18,-13
0,1787,-18,-13
0,1788,-18,-14
0,1789,-17,-14
0,1790,-17,-15
0,1791,-16,-15
0,1792,-16,-16
0,1793,-15,-16
0,1794,-15,-17
0,1795,-14,-17
0,1796,-14,-18
0,1797,-13,-18
0,1798,-13,-18
0,1799,-12,-19
0,1800,-12,-19
0,1801,-11,-19
0,1802,-10,-20
0,1803,-10,-20
0,1804,-9,-20
0,1805,-9,-20
0,1806,-8,-21
0,1807,-7,-21
0,1808,-7,-21
0,1809,-6,-21
0,1810,-6,-21
0,1811,-5,-21
0,1812,-4,-21
0,1813,-4,-22
0,1814,-3,-22
0,1815,-2,-22
0,1816,-2,-22
0,1817,-1,-22
0,1818,0,-22
0,1819,0,-22
0,1820,1,-22
0,1821,1,-22
0,1822,2,-21
0,1823,3,-21
0,1824,3,-21
0,1825,4,-21
0,1826,5,-21
0,1827,5,-21
0,1828,6,-20
0,1829,7,-20
0,1830,7,-20
0,1831,8,-20
0,1832,8,-19
0,1833,9,-19
0,1834,9,-19
0,1835,10,-18
0,1836,11,-18
0,1837,11,-18
0,1838,12,-17
0,1839,12,-17
0,1840,13,-16
0,1841,13,-16
0,1842,14,-15
0,1843,14,-15
0,1844,15,-15
0,1845,15,-14
0,1846,16,-14
0,1847,16,-13
0,1848,16,-13
0,1849,17,-12
0,1850,17,-12
0,1851,18,-11
0,1852,18,-11
0,1853,18,-10
0,1854,19,-10
0,1855,19,-9
0,1856,19,-8
0,1857,20,-8
0,1858,20,-7
0,1859,20,-7
0,1860,20,-6
0,1861,21,-5
0,1862,21,-5
0,1863,21,-4
0,1864,21,-3
0,1865,21,-3
0,1866,21,-2
0,1867,21,-1
0,1868,21,-1
0,1869,21,0
0,1870,21,1
0,1871,21,1
0,1872,21,2
0,1873,21,3
0,1874,21,3
0,1875,21,4
0,1876,21,5
0,1877,21,5
0,1878,20,6
0,1879,20,6
0,1880,20,7
0,1881,20,8
0,1882,20,8
0,1883,19,9
0,1884,19,10
0,1885,19,10
0,1886,18,11
0,1887,18,11
0,1888,18,12
0,1889,17,13
0,1890,17,13
0,1891,17,14
0,1892,16,14
0,1893,16,15
0,1894,15,15
0,1895,15,16
0,1896,14,16
0,1897,14,17
0,1898,13,17
0,1899,13,18
0,1900,13,18
0,1901,12,19
0,1902,12,19
0,1903,11,20
0,1904,10,20
0,1905,10,21
0,1906,9,21
0,1907,9,21
0,1908,8,22
0,1909,7,22
0,1910,7,22
0,1911,6,23
0,1912,6,23
0,1913,5,23
0,1914,4,24
0,1915,4,24
0,1916,3,24
0,1917,2,24
0,1918,2,25
0,1919,1,25
0,1920,0,25
0,1921,-1,25
0,1922,-1,25
0,1923,-2,24
0,1924,-3,24
0,1925,-4,24
0,1926,-4,24
0,1927,-5,23
0,1928,-6,23
0,1929,-6,23
0,1930,-7,22
0,1931,-8,22
0,1932,-8,22
0,1933,-9,21
0,1934,-10,21
0,1935,-10,21
0,1936,-11,20
0,1937,-11,20
0,1938,-12,19
0,1939,-13,19
0,1940,-13,19
0,1941,-14,18
0,1942,-14,18
0,1943,-15,17
0,1944,-16,16
0,1945,-16,16
0,1946,-17,15
0,1947,-17,15
0,1948,-17,14
0,1949,-18,14
0,1950,-18,13
0,1951,-19,13
0,1952,-19,12
0,1953,-20,12
0,1954,-20,11
0,1955,-20,10
0,1956,-21,10
0,1957,-21,9
0,1958,-21,8
0,1959,-22,8
0,1960,-22,7
0,1961,-22,6
0,1962,-22,6
0,1963,-23,5
0,1964,-23,4
0,1965,-23,4
0,1966,-23,3
0,1967,-23,2
0,1968,-23,2
0,1969,-23,1
0,1970,-23,0
0,1971,-23,-1
0,1972,-23,-1
0,1973,-23,-2
0,1974,-23,-3
0,1975,-23,-3
0,1976,-23,-4
0,1977,-23,-5
0,1978,-23,-5
0,1979,-22,-6
0,1980,-22,-7
0,1981,-22,-7
0,1982,-22,-8
0,1983,-22,-8
0,1984,-21,-9
0,1985,-21,-10
0,1986,-21,-10
0,1987,-20,-11
0,1988,-20,-11
0,1989,-19,-12
0,1990,-19,-13
0,1991,-19,-13
0,1992,-18,-14
0,1993,-18,-14
0,1994,-17,-15
0,1995,-17,-15
0,1996,-16,-16
0,1997,-16,-16
0,1998,-15,-17
0,1999,-15,-17
0,2000,-14,-17
0,2001,-14,-18
0,2002,-13,-18
0,2003,-13,-19
0,2004,-12,-19
0,2005,-12,-19
0,2006,-11,-20
0,2007,-10,-20
0,2008,-10,-20
0,2009,-9,-21
0,2010,-9,-21
0,2011,-8,-21
0,2012,-7,-22
0,2013,-7,-22
0,2014,-6,-22
0,2015,-5,-22
0,2016,-4,-23
0,2017,-4,-23
0,2018,-3,-23
0,2019,-2,-23
0,2020,-2,-23
0,2021,-1,-23
0,2022,0,-23
0,2023,1,-23
0,2024,1,-23
0,2025,2,-23
0,2026,3,-23
0,2027,3,-23
0,2028,4,-23
0,2029,5,-23
0,2030,5,-22
0,2031,6,-22
0,2032,7,-22
0,2033,7,-22
0,2034,8,-22
0,2035,9,-21
0,2036,9,-21
0,2037,10,-21
0,2038,11,-20
0,2039,11,-20
0,2040,12,-20
0,2041,13,-19
0,2042,13,-19
0,2043,14,-19
0,2044,15,-18
0,2045,16,-18
0,2046,16,-17
0,2047,17,-17
1,0,16,-16
1,1,17,-15
1,2,18,-14
1,3,19,-13
1,4,19,-12
1,5,20,-10
1,6,20,-9
1,7,21,-8
1,8,21,-7
1,9,22,-5
1,10,22,-4
1,11,22,-3
1,12,22,-1
1,13,22,0
1,14,22,2
1,15,22,3
1,16,22,4
1,17,21,6
1,18,21,7
1,19,21,8
1,20,20,10
1,21,19,11
1,22,19,12
1,23,18,13
1,24,17,14
1,25,16,15
1,26,15,16
1,27,14,17
1,28,13,18
1,29,12,19
1,30,11,19
1,31,10,20
1,32,8,20
1,33,7,21
1,34,6,21
1,35,4,22
1,36,3,22
1,37,2,22
1,38,0,22
1,39,-1,22
1,40,-2,22
1,41,-4,22
1,42,-5,22
1,43,-7,22
1,44,-8,21
1,45,-9,21
1,46,-10,20
1,47,-12,20
1,48,-13,19
1,49,-14,18
1,50,-15,17
1,51,-16,16
1,52,-17,15
1,53,-18,14
1,54,-19,13
1,55,-19,12
1,56,-20,11
1,57,-21,10
1,58,-21,8
1,59,-22,7
1,60,-22,6
1,61,-22,4
1,62,-22,3
1,63,-23,2
1,64,-23,0
1,65,-23,-1
1,66,-22,-2
1,67,-22,-4
1,68,-22,-5
1,69,-22,-7
1,70,-21,-8
1,71,-21,-9
1,72,-20,-10
1,73,-19,-12
1,74,-19,-13
1,75,-18,-14
1,76,-17,-15
1,77,-16,-16
1,78,-15,-17
1,79,-14,-18
1,80,-13,-18
1,81,-12,-19
1,82,-10,-20
1,83,-9,-20
1,84,-8,-21
1,85,-6,-21
1,86,-5,-22
1,87,-4,-22
1,88,-2,-22
1,89,-1,-22
1,90,0,-22
1,91,2,-22
1,92,3,-22
1,93,5,-22
1,94,6,-21
1,95,7,-21
1,96,8,-21
1,97,10,-20
1,98,11,-20
1,99,12,-19
1,100,13,-18
1,101,15,-17
1,102,16,-16
1,103,16,-15
1,104,17,-14
1,105,18,-13
1,106,19,-12
1,107,19,-11
1,108,20,-10
1,109,20,-8
1,110,21,-7
1,111,21,-6
1,112,21,-4
1,113,22,-3
1,114,22,-2
1,115,22,0
1,116,22,1
1,117,21,2
1,118,21,4
1,119,21,5
1,120,20,6
1,121,20,8
1,122,19,9
1,123,19,10
1,124,18,11
1,125,17,12
1,126,16,13
1,127,16,14
1,128,15,15
1,129,14,16
1,130,13,17
1,131,11,18
1,132,10,19
1,133,9,20
1,134,8,21
1,135,6,22
1,136,5,22
1,137,4,23
1,138,2,23
1,139,1,23
1,140,-1,23
1,141,-2,24
1,142,-4,24
1,143,-5,23
1,144,-6,23
1,145,-8,23
1,146,-9,23
1,147,-11,22
1,148,-12,22
1,149,-13,21
1,150,-14,21
1,151,-15,20
1,152,-17,19
1,153,-18,18
1,154,-19,17
1,155,-20,16
1,156,-20,15
1,157,-21,14
1,158,-22,12
1,159,-22,11
1,160,-23,10
1,161,-23,8
1,162,-24,7
1,163,-24,6
1,164,-24,4
1,165,-25,3
1,166,-25,1
1,167,-25,0
1,168,-25,-1
1,169,-24,-3
1,170,-24,-4
1,171,-24,-6
1,172,-23,-7
1,173,-23,-8
1,174,-22,-9
1,175,-22,-11
1,176,-21,-12
1,177,-20,-13
1,178,-19,-14
1,179,-18,-15
1,180,-17,-16
1,181,-16,-17
1,182,-15,-18
1,183,-14,-19
1,184,-13,-19
1,185,-11,-20
1,186,-10,-20
1,187,-9,-21
1,188,-7,-21
1,189,-6,-21
1,190,-5,-22
1,191,-3,-22
1,192,-2,-22
1,193,-1,-22
1,194,1,-22
1,195,2,-22
1,196,4,-21
1,197,5,-21
1,198,6,-21
1,199,7,-20
1,200,9,-19
1,201,10,-19
1,202,11,-18
1,203,12,-17
1,204,13,-17
1,205,14,-16
1,206,15,-14
1,207,16,-13
1,208,17,-12
1,209,17,-11
1,210,18,-10
1,211,19,-8
1,212,19,-7
1,213,20,-6
1,214,20,-4
1,215,20,-3
1,216,20,-2
1,217,20,0
1,218,20,1
1,219,20,3
1,220,20,4
1,221,20,5
1,222,20,7
1,223,19,8
1,224,19,9
1,225,18,10
1,226,18,12
1,227,17,13
1,228,16,14
1,229,15,15
1,230,15,16
1,231,14,17
1,232,13,18
1,233,11,19
1,234,10,20
1,235,9,20
1,236,8,21
1,237,7,21
1,238,5,22
1,239,4,22
1,240,3,23
1,241,1,23
1,242,0,23
1,243,-1,23
1,244,-3,23
1,245,-4,23
1,246,-5,23
1,247,-7,23
1,248,-8,22
1,249,-9,22
1,250,-10,21
1,251,-12,21
1,252,-13,20
1,253,-14,20
1,254,-15,19
1,255,-16,18
1,256,-17,17
1,257,-18,16
1,258,-19,15
1,259,-20,14
1,260,-20,12
1,261,-21,11
1,262,-22,10
1,263,-22,9
1,264,-23,7
1,265,-23,6
1,266,-23,5
1,267,-23,3
1,268,-24,2
1,269,-24,0
1,270,-24,-1
1,271,-23,-2
1,272,-23,-4
1,273,-23,-5
1,274,-23,-6
1,275,-22,-8
1,276,-22,-9
1,277,-21,-10
1,278,-20,-11
1,279,-20,-13
1,280,-19,-14
1,281,-18,-15
1,282,-17,-16
1,283,-16,-17
1,284,-15,-17
1,285,-13,-18
1,286,-12,-19
1,287,-11,-19
1,288,-10,-20
1,289,-8,-20
1,290,-7,-21
1,291,-6,-21
1,292,-4,-21
1,293,-3,-22
1,294,-2,-22
1,295,0,-22
1,296,1,-22
1,297,2,-21
1,298,4,-21
1,299,5,-21
1,300,6,-20
1,301,8,-20
1,302,9,-20
1,303,10,-19
1,304,11,-18
1,305,12,-17
1,306,13,-17
1,307,14,-16
1,308,15,-15
1,309,16,-14
1,310,17,-12
1,311,18,-11
1,312,18,-10
1,313,19,-9
1,314,19,-7
1,315,20,-6
1,316,20,-5
1,317,20,-3
1,318,21,-2
1,319,21,-1
1,320,21,1
1,321,21,2
1,322,21,4
1,323,20,5
1,324,20,6
1,325,20,8
1,326,19,9
1,327,19,10
1,328,18,12
1,329,18,13
1,330,17,14
1,331,16,15
1,332,15,16
1,333,14,17
1,334,13,18
1,335,12,19
1,336,11,19
1,337,10,20
1,338,9,21
1,339,7,21
1,340,6,22
1,341,5,22
1,342,3,23
1,343,2,23
1,344,1,23
1,345,-1,23
1,346,-2,23
1,347,-3,23
1,348,-5,23
1,349,-6,23
1,350,-7,22
1,351,-9,22
1,352,-10,21
1,353,-11,21
1,354,-12,20
1,355,-13,20
1,356,-15,19
1,357,-16,18
1,358,-17,17
1,359,-18,16
1,360,-18,15
1,361,-19,14
1,362,-20,13
1,363,-21,12
1,364,-21,10
1,365,-22,9
1,366,-22,8
1,367,-22,6
1,368,-23,5
1,369,-23,4
1,370,-23,2
1,371,-23,1
1,372,-23,-1
1,373,-23,-2
1,374,-23,-3
1,375,-22,-5
1,376,-22,-6
1,377,-22,-7
1,378,-21,-9
1,379,-21,-10
1,380,-20,-11
1,381,-19,-12
1,382,-18,-13
1,383,-18,-14
1,384,-17,-15
1,385,-16,-16
1,386,-14,-17
1,387,-13,-18
1,388,-12,-19
1,389,-11,-19
1,390,-10,-20
1,391,-8,-20
1,392,-7,-21
1,393,-6,-21
1,394,-4,-21
1,395,-3,-22
1,396,-2,-22
1,397,0,-22
1,398,1,-22
1,399,3,-22
1,400,4,-21
1,401,5,-21
1,402,7,-21
1,403,8,-20
1,404,9,-20
1,405,10,-19
1,406,12,-18
1,407,13,-18
1,408,14,-17
1,409,15,-16
1,410,16,-15
1,411,17,-14
1,412,18,-13
1,413,18,-11
1,414,19,-10
1,415,20,-9
1,416,20,-8
1,417,21,-6
1,418,21,-5
1,419,21,-4
1,420,22,-2
1,421,22,-1
1,422,22,1
1,423,22,2
1,424,22,3
1,425,21,5
1,426,21,6
1,427,21,7
1,428,21,9
1,429,20,10
1,430,20,11
1,431,19,13
1,432,18,14
1,433,17,15
1,434,17,16
1,435,16,17
1,436,15,18
1,437,13,19
1,438,12,19
1,439,11,20
1,440,10,21
1,441,9,21
1,442,7,22
1,443,6,22
1,444,5,23
1,445,3,23
1,446,2,23
1,447,1,23
1,448,-1,23
1,449,-2,23
1,450,-3,23
1,451,-5,23
1,452,-6,23
1,453,-8,23
1,454,-9,22
1,455,-10,22
1,456,-11,21
1,457,-13,20
1,458,-14,20
1,459,-15,19
1,460,-16,18
1,461,-17,17
1,462,-18,16
1,463,-19,15
1,464,-19,14
1,465,-20,12
1,466,-21,11
1,467,-21,10
1,468,-22,8
1,469,-22,7
1,470,-23,6
1,471,-23,4
1,472,-23,3
1,473,-23,1
1,474,-23,0
1,475,-23,-1
1,476,-23,-3
1,477,-23,-4
1,478,-22,-5
1,479,-22,-7
1,480,-21,-8
1,481,-21,-9
1,482,-20,-11
1,483,-20,-12
1,484,-19,-13
1,485,-18,-14
1,486,-17,-15
1,487,-16,-16
1,488,-15,-17
1,489,-14,-18
1,490,-13,-19
1,491,-11,-19
1,492,-10,-20
1,493,-9,-20
1,494,-7,-21
1,495,-6,-21
1,496,-5,-22
1,497,-3,-22
1,498,-2,-22
1,499,-1,-22
1,500,1,-22
1,501,2,-22
1,502,4,-22
1,503,5,-21
1,504,6,-21
1,505,8,-21
1,506,9,-20
1,507,10,-19
1,508,11,-19
1,509,12,-18
1,510,14,-17
1,511,15,-17
1,512,16,-16
1,513,16,-15
1,514,17,-13
1,515,18,-12
1,516,19,-11
1,517,20,-10
1,518,20,-8
1,519,21,-7
1,520,21,-6
1,521,21,-4
1,522,22,-3
1,523,22,-2
1,524,22,0
1,525,22,1
1,526,22,3
1,527,22,4
1,528,22,6
1,529,21,7
1,530,21,8
1,531,20,10
1,532,20,11
1,533,19,12
1,534,18,13
1,535,18,15
1,536,17,16
1,537,16,17
1,538,15,18
1,539,14,19
1,540,13,19
1,541,11,20
1,542,10,21
1,543,9,21
1,544,8,22
1,545,6,22
1,546,5,23
1,547,4,23
1,548,2,23
1,549,1,23
1,550,0,24
1,551,-2,24
1,552,-3,23
1,553,-4,23
1,554,-6,23
1,555,-7,23
1,556,-8,22
1,557,-10,22
1,558,-11,21
1,559,-12,21
1,560,-13,20
1,561,-14,19
1,562,-15,18
1,563,-16,17
1,564,-17,16
1,565,-18,15
1,566,-19,14
1,567,-20,13
1,568,-20,12
1,569,-21,10
1,570,-22,9
1,571,-22,8
1,572,-22,6
1,573,-23,5
1,574,-23,3
1,575,-23,2
1,576,-23,1
1,577,-23,-1
1,578,-23,-2
1,579,-23,-4
1,580,-22,-5
1,581,-22,-6
1,582,-22,-8
1,583,-21,-9
1,584,-20,-10
1,585,-20,-11
1,586,-19,-13
1,587,-18,-14
1,588,-17,-15
1,589,-16,-16
1,590,-15,-17
1,591,-14,-17
1,592,-13,-18
1,593,-12,-19
1,594,-11,-20
1,595,-9,-20
1,596,-8,-21
1,597,-7,-21
1,598,-5,-21
1,599,-4,-22
1,600,-3,-22
1,601,-1,-22
1,602,0,-22
1,603,1,-22
1,604,3,-22
1,605,4,-21
1,606,5,-21
1,607,7,-21
1,608,8,-20
1,609,9,-20
1,610,10,-19
1,611,12,-19
1,612,13,-18
1,613,14,-17
1,614,15,-16
1,615,16,-15
1,616,17,-14
1,617,18,-13
1,618,18,-12
1,619,19,-10
1,620,20,-9
1,621,20,-8
1,622,21,-7
1,623,21,-5
1,624,21,-4
1,625,22,-3
1,626,22,-1
1,627,22,0
1,628,22,2
1,629,22,3
1,630,22,4
1,631,21,6
1,632,21,7
1,633,21,8
1,634,20,10
1,635,20,11
1,636,19,12
1,637,18,13
1,638,18,14
1,639,17,15
1,640,16,16
1,641,15,17
1,642,14,18
1,643,13,19
1,644,11,20
1,645,10,20
1,646,9,21
1,647,7,22
1,648,6,22
1,649,5,22
1,650,3,23
1,651,2,23
1,652,1,23
1,653,-1,23
1,654,-2,23
1,655,-4,23
1,656,-5,23
1,657,-6,22
1,658,-8,22
1,659,-9,22
1,660,-10,21
1,661,-11,20
1,662,-13,20
1,663,-14,19
1,664,-15,18
1,665,-16,17
1,666,-17,16
1,667,-18,15
1,668,-19,14
1,669,-19,13
1,670,-20,12
1,671,-21,11
1,672,-21,9
1,673,-22,8
1,674,-22,7
1,675,-22,5
1,676,-23,4
1,677,-23,3
1,678,-23,1
1,679,-23,0
1,680,-23,-2
1,681,-23,-3
1,682,-23,-4
1,683,-22,-6
1,684,-22,-7
1,685,-21,-8
1,686,-21,-9
1,687,-20,-11
1,688,-20,-12
1,689,-19,-13
1,690,-18,-14
1,691,-17,-15
1,692,-16,-16
1,693,-15,-17
1,694,-14,-18
1,695,-13,-19
1,696,-11,-19
1,697,-10,-20
1,698,-9,-20
1,699,-8,-21
1,700,-6,-21
1,701,-5,-22
1,702,-3,-22
1,703,-2,-22
1,704,-1,-22
1,705,1,-22
1,706,2,-22
1,707,4,-22
1,708,5,-21
1,709,6,-21
1,710,8,-21
1,711,9,-20
1,712,10,-20
1,713,11,-19
1,714,13,-18
1,715,14,-17
1,716,15,-17
1,717,16,-16
1,718,17,-15
1,719,18,-13
1,720,18,-12
1,721,19,-11
1,722,20,-10
1,723,20,-9
1,724,21,-7
1,725,21,-6
1,726,22,-5
1,727,22,-3
1,728,22,-2
1,729,22,0
1,730,22,1
1,731,22,2
1,732,22,4
1,733,22,5
1,734,22,7
1,735,21,8
1,736,21,9
1,737,20,10
1,738,20,12
1,739,19,13
1,740,18,14
1,741,18,15
1,742,17,16
1,743,16,17
1,744,15,18
1,745,14,19
1,746,12,20
1,747,11,21
1,748,10,21
1,749,8,22
1,750,7,22
1,751,6,23
1,752,4,23
1,753,3,23
1,754,2,24
1,755,0,24
1,756,-1,24
1,757,-3,24
1,758,-4,23
1,759,-5,23
1,760,-7,23
1,761,-8,22
1,762,-9,22
1,763,-11,21
1,764,-12,21
1,765,-13,20
1,766,-14,19
1,767,-15,19
1,768,-16,18
1,769,-17,17
1,770,-18,15
1,771,-19,14
1,772,-20,13
1,773,-21,12
1,774,-21,10
1,775,-22,9
1,776,-22,8
1,777,-23,6
1,778,-23,5
1,779,-23,4
1,780,-23,2
1,781,-24,1
1,782,-23,-1
1,783,-23,-2
1,784,-23,-4
1,785,-23,-5
1,786,-22,-6
1,787,-22,-8
1,788,-22,-9
1,789,-21,-10
1,790,-20,-11
1,791,-20,-13
1,792,-19,-14
1,793,-18,-15
1,794,-17,-16
1,795,-16,-17
1,796,-15,-18
1,797,-13,-18
1,798,-12,-19
1,799,-11,-20
1,800,-10,-20
1,801,-8,-21
1,802,-7,-21
1,803,-5,-22
1,804,-4,-22
1,805,-3,-22
1,806,-1,-22
1,807,0,-22
1,808,2,-22
1,809,3,-22
1,810,4,-22
1,811,6,-21
1,812,7,-21
1,813,8,-21
1,814,10,-20
1,815,11,-19
1,816,12,-19
1,817,13,-18
1,818,14,-17
1,819,15,-16
1,820,16,-15
1,821,17,-14
1,822,18,-13
1,823,19,-12
1,824,20,-10
1,825,20,-9
1,826,21,-8
1,827,21,-6
1,828,22,-5
1,829,22,-4
1,830,22,-2
1,831,22,-1
1,832,22,0
1,833,22,2
1,834,22,3
1,835,22,5
1,836,22,6
1,837,22,7
1,838,21,9
1,839,21,10
1,840,20,11
1,841,19,13
1,842,19,14
1,843,18,15
1,844,17,16
1,845,16,17
1,846,15,18
1,847,14,19
1,848,13,20
1,849,11,20
1,850,10,21
1,851,9,22
1,852,8,22
1,853,6,23
1,854,5,23
1,855,3,23
1,856,2,23
1,857,1,23
1,858,-1,23
1,859,-2,23
1,860,-4,23
1,861,-5,23
1,862,-6,23
1,863,-8,22
1,864,-9,22
1,865,-10,21
1,866,-11,21
1,867,-13,20
1,868,-14,19
1,869,-15,19
1,870,-16,18
1,871,-17,17
1,872,-18,16
1,873,-19,14
1,874,-20,13
1,875,-20,12
1,876,-21,11
1,877,-21,9
1,878,-22,8
1,879,-22,7
1,880,-23,5
1,881,-23,4
1,882,-23,3
1,883,-23,1
1,884,-23,0
1,885,-23,-2
1,886,-23,-3
1,887,-23,-5
1,888,-22,-6
1,889,-22,-7
1,890,-21,-9
1,891,-21,-10
1,892,-20,-11
1,893,-19,-12
1,894,-19,-13
1,895,-18,-15
1,896,-17,-15
1,897,-16,-16
1,898,-15,-17
1,899,-14,-18
1,900,-12,-19
1,901,-11,-20
1,902,-10,-20
1,903,-9,-21
1,904,-7,-21
1,905,-6,-22
1,906,-5,-22
1,907,-3,-22
1,908,-2,-23
1,909,0,-23
1,910,1,-23
1,911,2,-22
1,912,4,-22
1,913,5,-22
1,914,7,-22
1,915,8,-21
1,916,9,-21
1,917,11,-20
1,918,12,-19
1,919,13,-19
1,920,14,-18
1,921,15,-17
1,922,16,-16
1,923,17,-15
1,924,18,-14
1,925,19,-12
1,926,19,-11
1,927,20,-10
1,928,21,-9
1,929,21,-7
1,930,22,-6
1,931,22,-5
1,932,22,-3
