cycle,range_bin,doppler_bin,output_hex
1543795000,28,9,fd74ff24
1543805000,28,10,0298012f
1543815000,28,11,fdefff8f
1543825000,28,12,01e8fd86
1543835000,28,13,fdf40516
1543845000,28,14,016ffc0c
1543855000,28,15,002e015e
1545735000,28,16,fe5efc97
1545745000,28,17,02cb00d4
1545755000,28,18,fd5d02e7
1545765000,28,19,01f8fd44
1545775000,28,20,009e0140
1545785000,28,21,fe2aff03
1545795000,28,22,019a0244
1545805000,28,23,ffbbfc65
1545815000,28,24,ffe802b5
1545825000,28,25,fed30106
1545835000,28,26,013dff5b
1545845000,28,27,fd34ff46
1545855000,28,28,0174fef8
1545865000,28,29,ff740167
1545875000,28,30,00a4ff16
1545885000,28,31,005d028d
1547765000,29,0,002001d6
1547775000,29,1,0043fe66
1547785000,29,2,ffa300d3
1547795000,29,3,00dc0058
1547805000,29,4,ff5dff24
1547815000,29,5,00b601bf
1547825000,29,6,ff24fe9a
1547835000,29,7,0092fe71
1547845000,29,8,01ac0234
1547855000,29,9,fc79ff88
1547865000,29,10,026dffb7
1547875000,29,11,feb40004
1547885000,29,12,0183fe5a
1547895000,29,13,fd82035b
1547905000,29,14,02b0fe24
1547915000,29,15,fe5aff5b
1549795000,29,16,fde4fee7
1549805000,29,17,0262ff55
1549815000,29,18,fe460277
1549825000,29,19,0166fdd9
1549835000,29,20,fff0011c
1549845000,29,21,ff6effb0
1549855000,29,22,004e0261
1549865000,29,23,ff2dfbfc
1549875000,29,24,01f20221
1549885000,29,25,fe1e00f9
1549895000,29,26,0180ff95
1549905000,29,27,fd9a00bd
1549915000,29,28,030afe94
1549925000,29,29,fdf20092
1549935000,29,30,00fcff0b
1549945000,29,31,0093017e
1551825000,30,0,ff78ff0b
1551835000,30,1,00870037
1551845000,30,2,00b7fff2
1551855000,30,3,fedaff61
1551865000,30,4,ff120184
1551875000,30,5,0338fffb
1551885000,30,6,fcafff81
1551895000,30,7,02b2fe4e
1551905000,30,8,ffe00267
1551915000,30,9,fdddfe1d
1551925000,30,10,01a300f8
1551935000,30,11,fe60ffff
1551945000,30,12,01f2ffae
1551955000,30,13,ffacffe5
1551965000,30,14,feabff99
1551975000,30,15,00bc0176
1553855000,30,16,ff410015
1553865000,30,17,00fcfe55
1553875000,30,18,fe9203e9
1553885000,30,19,0074fb98
1553895000,30,20,feb502b0
1553905000,30,21,019dfd57
1553915000,30,22,00ef0375
1553925000,30,23,fddcfd26
1553935000,30,24,00fb00eb
1553945000,30,25,fdd400f3
1553955000,30,26,0212006d
1553965000,30,27,fe2eff20
1553975000,30,28,014bff28
1553985000,30,29,ffe300f5
1553995000,30,30,feb1fe55
1554005000,30,31,01f200f6
1555885000,31,0,00a9ffc0
1555895000,31,1,ff790127
1555905000,31,2,0015fc07
1555915000,31,3,005204e4
1555925000,31,4,fff6fd24
1555935000,31,5,ff9c0147
1555945000,31,6,ff9bffdd
1555955000,31,7,01a6fe96
1555965000,31,8,00210116
1555975000,31,9,fd79ffc5
1555985000,31,10,01a1001f
1555995000,31,11,fea200b6
1556005000,31,12,031cfdfa
1556015000,31,13,fd4e0299
1556025000,31,14,00abfd79
1556035000,31,15,ffb20194
1557915000,31,16,ff41ffd9
1557925000,31,17,01d0ffa4
1557935000,31,18,fe880143
1557945000,31,19,0148fea8
1557955000,31,20,ffa5008a
1557965000,31,21,ff790018
1557975000,31,22,01140257
1557985000,31,23,ff2efcd3
1557995000,31,24,00f70103
1558005000,31,25,fece0010
1558015000,31,26,01daff49
1558025000,31,27,fe640226
1558035000,31,28,019ffe56
1558045000,31,29,fd3dffcc
1558055000,31,30,00deff61
1558065000,31,31,00e200e7
1559945000,32,0,ff8201c5
1559955000,32,1,00c2fe2a
1559965000,32,2,ffb101d8
1559975000,32,3,ffc7009f
1559985000,32,4,010efda8
1559995000,32,5,ffa70257
1560005000,32,6,0088fe08
1560015000,32,7,fd5c0016
1560025000,32,8,03c001b5
1560035000,32,9,fe8cfdf2
1560045000,32,10,ff95011c
1560055000,32,11,fecfffcf
1560065000,32,12,01d0fe8a
1560075000,32,13,ff770209
1560085000,32,14,fff20010
1560095000,32,15,ffc2fe48
1561975000,32,16,ff5800ea
1561985000,32,17,01920046
1561995000,32,18,ff16005a
1562005000,32,19,0068ff31
1562015000,32,20,fee901da
1562025000,32,21,ffb7fda1
1562035000,32,22,0090024d
1562045000,32,23,ffabfc63
1562055000,32,24,008403c8
1562065000,32,25,0074fdb4
1562075000,32,26,00320218
1562085000,32,27,febc0035
1562095000,32,28,0157fcf8
1562105000,32,29,feb30299
1562115000,32,30,ffacfeed
1562125000,32,31,0131fe33
1564005000,33,0,feb0fe9d
1564015000,33,1,014a00c3
1564025000,33,2,ff4d0136
1564035000,33,3,004a008e
1564045000,33,4,0023fcbc
1564055000,33,5,00e302d7
1564065000,33,6,fd0a0003
1564075000,33,7,026efd95
1564085000,33,8,00a202fd
1564095000,33,9,fe52fda1
1564105000,33,10,00990222
1564115000,33,11,ff80feb0
1564125000,33,12,018bff6a
1564135000,33,13,fe0d00a9
1564145000,33,14,01f0011d
1564155000,33,15,ff5cff11
1566035000,33,16,00d70005
1566045000,33,17,ff850113
1566055000,33,18,fe11fed4
1566065000,33,19,0319005f
1566075000,33,20,fe46ffe7
1566085000,33,21,0069fe23
1566095000,33,22,009502c5
1566105000,33,23,0020fcfc
1566115000,33,24,00e901e9
1566125000,33,25,fe0f00ad
1566135000,33,26,0109ff74
1566145000,33,27,fd4100a7
1566155000,33,28,0266fc23
1566165000,33,29,ff17027d
1566175000,33,30,00850013
1566185000,33,31,0062ff66
1568065000,34,0,ffbe02fd
1568075000,34,1,feddfd4f
1568085000,34,2,01f90150
1568095000,34,3,fefc00c0
1568105000,34,4,0061feeb
1568115000,34,5,ff4e0073
1568125000,34,6,ff94ff33
1568135000,34,7,014c01fc
1568145000,34,8,0092fe6b
1568155000,34,9,fe35ffb3
1568165000,34,10,006501d6
1568175000,34,11,01b2ff38
1568185000,34,12,fde7fdd9
1568195000,34,13,01640287
1568205000,34,14,ffae0003
1568215000,34,15,000afd88
1570095000,34,16,fd98fec1
1570105000,34,17,027800f6
1570115000,34,18,fd6effb2
1570125000,34,19,022d0080
1570135000,34,20,ffebffbc
1570145000,34,21,002bfe6f
1570155000,34,22,fe160282
1570165000,34,23,00fdfd7b
1570175000,34,24,021e00db
1570185000,34,25,fd78025a
1570195000,34,26,00a4fd2a
1570205000,34,27,004f028e
1570215000,34,28,fe8bfae4
1570225000,34,29,00dd0419
1570235000,34,30,00ecfe8e
1570245000,34,31,00ef0037
1572125000,35,0,fedc002d
1572135000,35,1,0222ffc8
1572145000,35,2,feceffb3
1572155000,35,3,010002b6
1572165000,35,4,ff23fd4e
1572175000,35,5,00adff98
1572185000,35,6,ff620278
1572195000,35,7,00a1fdf7
1572205000,35,8,00a000d7
1572215000,35,9,fddefdca
1572225000,35,10,026e0431
1572235000,35,11,fd1cfd6e
1572245000,35,12,0371fe72
1572255000,35,13,fc1f02c6
1572265000,35,14,03faff70
1572275000,35,15,fdcfff65
1574155000,35,16,004afde4
1574165000,35,17,ff9301b8
1574175000,35,18,ff98ff1c
1574185000,35,19,002fffd2
1574195000,35,20,003100a9
1574205000,35,21,0191fd64
1574215000,35,22,fe180303
1574225000,35,23,013bfe00
1574235000,35,24,01120234
1574245000,35,25,fbfbff4c
1574255000,35,26,04acfff2
1574265000,35,27,fd25ff3a
1574275000,35,28,ff9ffe03
1574285000,35,29,020901f8
1574295000,35,30,01000073
1574305000,35,31,fe21001c
1576185000,36,0,01e5fe2c
1576195000,36,1,fdc30095
1576205000,36,2,01d401a8
1576215000,36,3,fe3bfe47
1576225000,36,4,00c90091
1576235000,36,5,004600ca
1576245000,36,6,ff2aff2a
1576255000,36,7,00aa0069
1576265000,36,8,00c1ff9e
1576275000,36,9,fddfff0b
1576285000,36,10,01f00386
1576295000,36,11,fec1fde1
1576305000,36,12,00c5fe89
1576315000,36,13,0108012e
1576325000,36,14,feb60134
1576335000,36,15,ff92ff67
1578215000,36,16,fecd0081
1578225000,36,17,0130001b
1578235000,36,18,ff82ff22
1578245000,36,19,fffc003e
1578255000,36,20,ffbeffd7
1578265000,36,21,009cfecd
1578275000,36,22,004c0285
1578285000,36,23,0059fbca
1578295000,36,24,01710393
1578305000,36,25,fcee0091
1578315000,36,26,01f4fe16
1578325000,36,27,fe88026e
1578335000,36,28,0030fc41
1578345000,36,29,ffe60097
1578355000,36,30,02220117
1578365000,36,31,ffb3ff8a
1580245000,37,0,001dff12
1580255000,37,1,001c009b
1580265000,37,2,0032ff97
1580275000,37,3,ff38ffb3
1580285000,37,4,00d00194
1580295000,37,5,0001ff53
1580305000,37,6,febafefe
1580315000,37,7,011b003c
1580325000,37,8,017d0184
1580335000,37,9,fc0afe87
1580345000,37,10,049000f7
1580355000,37,11,fc1afedf
1580365000,37,12,01be00c2
1580375000,37,13,00c100db
1580385000,37,14,ffb4fe48
1580395000,37,15,ff530122
1582275000,37,16,fe8d0007
1582285000,37,17,012cff9f
1582295000,37,18,ff6d0037
1582305000,37,19,004aff52
1582315000,37,20,ff380149
1582325000,37,21,01c6fe02
1582335000,37,22,fee702ca
1582345000,37,23,fe2afb11
1582355000,37,24,03090359
1582365000,37,25,fdba00dd
1582375000,37,26,0127ff3f
1582385000,37,27,feec00c2
1582395000,37,28,00b2fcbb
1582405000,37,29,fe74019e
1582415000,37,30,030d0054
1582425000,37,31,00080027
1584305000,38,0,002ffecd
1584315000,38,1,00ff00b9
1584325000,38,2,fe25ff16
1584335000,38,3,02df0252
1584345000,38,4,fdc1fcb8
1584355000,38,5,016b036e
1584365000,38,6,fd88fcd9
1584375000,38,7,033b00e6
1584385000,38,8,fecf0155
1584395000,38,9,fe49fe1d
1584405000,38,10,01f3017a
1584415000,38,11,fefbff6e
1584425000,38,12,0001ff32
1584435000,38,13,ffb90244
1584445000,38,14,0210fe33
1584455000,38,15,fe0f012a
1586335000,38,16,ff1dfe5b
1586345000,38,17,0057007c
1586355000,38,18,ff42fee2
1586365000,38,19,015bfffc
1586375000,38,20,ff0001a3
1586385000,38,21,020ffdb1
1586395000,38,22,ff0e03cc
1586405000,38,23,ff5bfbf2
1586415000,38,24,01e3029f
1586425000,38,25,fc7f006a
1586435000,38,26,02e6ff0a
1586445000,38,27,febf0090
1586455000,38,28,0124fcdb
1586465000,38,29,fea30171
1586475000,38,30,024600b0
1586485000,38,31,fef300ea
1588365000,39,0,fd5efe9d
1588375000,39,1,00490149
1588385000,39,2,0204ff89
1588395000,39,3,feef00df
1588405000,39,4,fed9fed3
1588415000,39,5,0115010a
1588425000,39,6,0029ff27
1588435000,39,7,ff8400f1
1588445000,39,8,003eff1b
1588455000,39,9,007300b5
1588465000,39,10,001eff5d
1588475000,39,11,fe4b012f
1588485000,39,12,019ffdad
1588495000,39,13,004301c0
1588505000,39,14,fe71000b
1588515000,39,15,025effe9
1590395000,39,16,fe6cfe2f
1590405000,39,17,0184001f
1590415000,39,18,fe4efeea
1590425000,39,19,022a01b6
1590435000,39,20,ff28fe7e
1590445000,39,21,003effa5
1590455000,39,22,ff8a02cd
1590465000,39,23,fee0fd1f
1590475000,39,24,022affb5
1590485000,39,25,fe0e0293
1590495000,39,26,00a6fd00
1590505000,39,27,00260220
1590515000,39,28,0016fc96
1590525000,39,29,00840289
1590535000,39,30,0176fef9
1590545000,39,31,fef40273
1592425000,40,0,028cff50
1592435000,40,1,ffe1018a
1592445000,40,2,fcffff2e
1592455000,40,3,03e3ff25
1592465000,40,4,fe0d00c7
1592475000,40,5,ffc0fff2
1592485000,40,6,01a200d3
1592495000,40,7,fddafe93
1592505000,40,8,0144018a
1592515000,40,9,0087fd10
1592525000,40,10,ff9f02f8
1592535000,40,11,feb1ff91
1592545000,40,12,0153fe33
1592555000,40,13,ff38019c
1592565000,40,14,0148ff8b
1592575000,40,15,fd7a0037
1594455000,40,16,018e00f6
1594465000,40,17,fd21fec0
1594475000,40,18,0126018c
1594485000,40,19,016cfefa
1594495000,40,20,fe7bfe74
1594505000,40,21,009100e6
1594515000,40,22,ffc10132
1594525000,40,23,00f5fd2e
1594535000,40,24,ff0a0388
1594545000,40,25,ff43fe4e
1594555000,40,26,01d40012
1594565000,40,27,febcffd0
1594575000,40,28,ff15ff0e
1594585000,40,29,0193ff08
1594595000,40,30,01bd02d0
1594605000,40,31,fdbbfe8c
1596485000,41,0,031e0056
1596495000,41,1,fcbf0106
1596505000,41,2,005cfeda
1596515000,41,3,010a0054
1596525000,41,4,00a0feda
1596535000,41,5,ffa60198
1596545000,41,6,febdffa3
1596555000,41,7,014dff50
1596565000,41,8,fef0013c
1596575000,41,9,0057fdac
1596585000,41,10,024c0214
1596595000,41,11,fbbcffee
1596605000,41,12,03fafe58
1596615000,41,13,fd08025a
1596625000,41,14,017bfdbb
1596635000,41,15,fea100ba
1598515000,41,16,009601c2
1598525000,41,17,fe05fe36
1598535000,41,18,01ee00d9
1598545000,41,19,ffe0012a
1598555000,41,20,ff76fdc3
1598565000,41,21,ff2f006c
1598575000,41,22,02cd01b2
1598585000,41,23,ff80fde2
1598595000,41,24,fefe00fc
1598605000,41,25,ff2f016c
1598615000,41,26,019efebf
1598625000,41,27,fda200fe
1598635000,41,28,ffb2fcff
1598645000,41,29,01b9ffaa
1598655000,41,30,fffb0266
1598665000,41,31,ffd2fe4e
1600545000,42,0,0001005b
1600555000,42,1,01a6fe33
1600565000,42,2,fd660204
1600575000,42,3,019afdf3
1600585000,42,4,ff14017e
1600595000,42,5,019f0000
1600605000,42,6,fe9bfed6
1600615000,42,7,00380198
1600625000,42,8,00b5ff63
1600635000,42,9,ff48fe23
1600645000,42,10,00d00282
1600655000,42,11,fe28fee7
1600665000,42,12,02560088
1600675000,42,13,ff4bffe2
1600685000,42,14,ff1ffe08
1600695000,42,15,001e022e
1602575000,42,16,0312025a
1602585000,42,17,fc29ff4f
1602595000,42,18,01b4fea8
1602605000,42,19,010e00e8
1602615000,42,20,feeaff3e
1602625000,42,21,001100e9
1602635000,42,22,fec6002a
1602645000,42,23,020afe65
1602655000,42,24,fee201a0
1602665000,42,25,ff57ffd5
1602675000,42,26,01480094
1602685000,42,27,fe18fe46
1602695000,42,28,ff7e0048
1602705000,42,29,027ffe17
1602715000,42,30,feaa017a
1602725000,42,31,ff88feb9
1604605000,43,0,0149ff15
1604615000,43,1,ff29012b
1604625000,43,2,feaa000a
1604635000,43,3,002dfed4
1604645000,43,4,016f00fd
1604655000,43,5,00d9ff44
1604665000,43,6,fd99010e
1604675000,43,7,00f5ff49
1604685000,43,8,006b017b
1604695000,43,9,ff35fc65
1604705000,43,10,02880282
1604715000,43,11,fbaf008e
1604725000,43,12,03a9fe0b
1604735000,43,13,fe6d024c
1604745000,43,14,ff89fdbe
1604755000,43,15,006b0145
1606635000,43,16,ff6e00c2
1606645000,43,17,0037fe6d
1606655000,43,18,ff55015d
1606665000,43,19,01e0fdbb
1606675000,43,20,fda801cd
1606685000,43,21,0111fda9
1606695000,43,22,00ba023c
1606705000,43,23,0052fd6a
1606715000,43,24,002a036e
1606725000,43,25,fc47fef9
1606735000,43,26,04bbff29
1606745000,43,27,fbba0131
1606755000,43,28,00b4fdc7
1606765000,43,29,02a5002d
1606775000,43,30,fe62ff6a
1606785000,43,31,0110012e
1608665000,44,0,feed00c1
1608675000,44,1,011b0027
1608685000,44,2,fe2efeeb
1608695000,44,3,02d400b2
1608705000,44,4,fda1fe88
1608715000,44,5,01f2037d
1608725000,44,6,fec1fcbd
1608735000,44,7,00ea009c
1608745000,44,8,ff5b020f
1608755000,44,9,ff57fccf
1608765000,44,10,02940043
1608775000,44,11,fd9202d4
1608785000,44,12,007ffdd4
1608795000,44,13,ff740119
1608805000,44,14,012dfdd9
1608815000,44,15,ffc00162
1610695000,44,16,005100c4
1610705000,44,17,fe64fecf
1610715000,44,18,004501db
1610725000,44,19,030dfe13
1610735000,44,20,fd89009d
1610745000,44,21,ffacff0a
1610755000,44,22,01770207
1610765000,44,23,ff77fccb
1610775000,44,24,021902ec
1610785000,44,25,fc500091
1610795000,44,26,0243fea5
1610805000,44,27,fe0700ad
1610815000,44,28,fff1fd5f
1610825000,44,29,014001ee
1610835000,44,30,fef5fee5
1610845000,44,31,010d0045
1612725000,45,0,ffdd00b8
1612735000,45,1,0004fdae
1612745000,45,2,0026017b
1612755000,45,3,fe6bff9e
1612765000,45,4,012400c1
1612775000,45,5,011fffd1
1612785000,45,6,ff80fe6a
1612795000,45,7,fe9e019d
1612805000,45,8,026d0000
1612815000,45,9,fc44ffc2
1612825000,45,10,041cfd9b
1612835000,45,11,fd490332
1612845000,45,12,013affdb
1612855000,45,13,ff81fec7
1612865000,45,14,ff7eff2c
1612875000,45,15,00de018b
1614755000,45,16,0149008f
1614765000,45,17,fe78ff87
1614775000,45,18,ff7e00e1
1614785000,45,19,0407fe20
1614795000,45,20,fd9f02b0
1614805000,45,21,007bfdc8
1614815000,45,22,006b0171
1614825000,45,23,fe50fdaa
1614835000,45,24,02e5025b
1614845000,45,25,fddaff99
1614855000,45,26,022a0053
1614865000,45,27,fcd7ff2a
1614875000,45,28,00f3ff1a
1614885000,45,29,01e70214
1614895000,45,30,fe3dfecf
1614905000,45,31,004effa8
1616785000,46,0,00650088
1616795000,46,1,ff25003f
1616805000,46,2,00c8ff05
1616815000,46,3,fe28011d
1616825000,46,4,0259ff74
1616835000,46,5,00260028
1616845000,46,6,fe2dfece
1616855000,46,7,01380167
1616865000,46,8,ffb700f8
1616875000,46,9,ff1bfd87
1616885000,46,10,024cfffd
1616895000,46,11,fd5800f7
1616905000,46,12,01a70234
1616915000,46,13,ff96fcde
1616925000,46,14,ff6b0088
1616935000,46,15,00840039
1618815000,46,16,00e5015e
1618825000,46,17,ff69ff71
1618835000,46,18,ffff020a
1618845000,46,19,0050fda7
1618855000,46,20,fe77ffc9
1618865000,46,21,024c0072
1618875000,46,22,ff1b0155
1618885000,46,23,000ffe28
1618895000,46,24,01c1013c
1618905000,46,25,fd3500cb
1618915000,46,26,0155fe80
1618925000,46,27,ffd8ffb9
1618935000,46,28,ff730109
1618945000,46,29,0072fef6
1618955000,46,30,ffb1ffdd
1618965000,46,31,004dff0c
1620845000,47,0,02500292
1620855000,47,1,fd35fdd2
1620865000,47,2,020501c9
1620875000,47,3,fe2d009a
1620885000,47,4,0145fc94
1620895000,47,5,00360305
1620905000,47,6,0051ff62
1620915000,47,7,fe5e00b2
1620925000,47,8,0108ff00
1620935000,47,9,010bfeea
1620945000,47,10,feaf01b9
1620955000,47,11,00c7ffa6
1620965000,47,12,ff47fef2
1620975000,47,13,005a00f7
1620985000,47,14,ffcf0024
1620995000,47,15,ff26fe36
1622875000,47,16,009f00eb
1622885000,47,17,ff880055
1622895000,47,18,ff36012c
1622905000,47,19,0089fd03
1622915000,47,20,00af0204
1622925000,47,21,0014ffaa
1622935000,47,22,fff20196
1622945000,47,23,ffd0fd7b
1622955000,47,24,007f0159
1622965000,47,25,fed60037
1622975000,47,26,010cfe8a
1622985000,47,27,00090187
1622995000,47,28,ff27ffb0
1623005000,47,29,00a6fe22
1623015000,47,30,fe6001cc
1623025000,47,31,01fefe03
1624905000,48,0,01180001
1624915000,48,1,fe01feae
1624925000,48,2,016c0047
1624935000,48,3,ff630261
1624945000,48,4,012ffda8
1624955000,48,5,003500d1
1624965000,48,6,ff19ffdc
1624975000,48,7,ff6600fb
1624985000,48,8,00f2ff87
1624995000,48,9,ffadfdd6
1625005000,48,10,027a01fb
1625015000,48,11,fc31fedd
1625025000,48,12,017f00c4
1625035000,48,13,00290053
1625045000,48,14,fff1feae
1625055000,48,15,ff52015f
1626935000,48,16,fed0ff2d
1626945000,48,17,0368fe5e
1626955000,48,18,fc3701a3
1626965000,48,19,0167ff16
1626975000,48,20,00dd027f
1626985000,48,21,ff33fc12
1626995000,48,22,001f017b
1627005000,48,23,ff18ff97
1627015000,48,24,0174023f
1627025000,48,25,fda2fe3c
1627035000,48,26,00d9ff1f
1627045000,48,27,fe73003e
1627055000,48,28,01c7ffcd
1627065000,48,29,fdf70114
1627075000,48,30,0271fc7b
1627085000,48,31,ff020345
1628965000,49,0,ffd200a2
1628975000,49,1,0017ff09
1628985000,49,2,ffb80042
1628995000,49,3,ffdf0122
1629005000,49,4,00f9feff
1629015000,49,5,00fafff6
1629025000,49,6,fe75006c
1629035000,49,7,ffbf00be
1629045000,49,8,ffeeff0e
1629055000,49,9,00b7ff43
1629065000,49,10,0254ff58
1629075000,49,11,fb170272
1629085000,49,12,0337fe49
1629095000,49,13,ff980166
1629105000,49,14,ff77fe42
1629115000,49,15,000300c6
1630995000,49,16,ff38ff49
1631005000,49,17,02390002
1631015000,49,18,fd770111
1631025000,49,19,0143ff43
1631035000,49,20,003401d8
1631045000,49,21,fedcfb9a
1631055000,49,22,02e70304
1631065000,49,23,fdf3fff2
1631075000,49,24,00360097
1631085000,49,25,ff97ff14
1631095000,49,26,017f007b
1631105000,49,27,fdad0055
1631115000,49,28,009afd0c
1631125000,49,29,ff44028c
1631135000,49,30,0257fdbc
1631145000,49,31,ff1d012a
1633025000,50,0,ff60ff42
1633035000,50,1,ffa60284
1633045000,50,2,fff6fc86
1633055000,50,3,01570386
1633065000,50,4,fef0fd9a
1633075000,50,5,00e10201
1633085000,50,6,ff18fe69
1633095000,50,7,002500f4
1633105000,50,8,ffaefffc
1633115000,50,9,018eff1c
1633125000,50,10,fea0ff88
1633135000,50,11,ffcf021a
1633145000,50,12,016afe88
1633155000,50,13,ff77ffb7
1633165000,50,14,ff4a0181
1633175000,50,15,00c9febc
1635055000,50,16,ff280017
1635065000,50,17,02a1fffc
1635075000,50,18,fe410004
1635085000,50,19,002e005d
1635095000,50,20,00a1ffa1
1635105000,50,21,ff3cfed5
1635115000,50,22,008900f8
1635125000,50,23,0104004f
1635135000,50,24,feb8ffa3
1635145000,50,25,febdff88
1635155000,50,26,0245ff2c
1635165000,50,27,fe3602f1
1635175000,50,28,00a7fa69
1635185000,50,29,fff20403
1635195000,50,30,0059fdbc
1635205000,50,31,ff9c009f
1637085000,51,0,ff660203
1637095000,51,1,010fff0f
1637105000,51,2,fe01feba
1637115000,51,3,02210184
1637125000,51,4,fedb0061
1637135000,51,5,01b4ff57
1637145000,51,6,fe9500a7
1637155000,51,7,ff5cfd4f
1637165000,51,8,00d8053f
1637175000,51,9,0053facf
1637185000,51,10,004300ee
1637195000,51,11,fe0f027c
1637205000,51,12,029ffd85
1637215000,51,13,fe9a01ff
1637225000,51,14,ffeffeb9
1637235000,51,15,0044ff4d
1639115000,51,16,00f10116
1639125000,51,17,007b0005
1639135000,51,18,fe950001
1639145000,51,19,00d70033
1639155000,51,20,00dbff01
1639165000,51,21,fea8fe71
1639175000,51,22,0062037b
1639185000,51,23,01b4fe33
1639195000,51,24,ff970192
1639205000,51,25,fca7feef
1639215000,51,26,0309fecb
1639225000,51,27,ff9d02e5
1639235000,51,28,fe31fbff
1639245000,51,29,017e007f
1639255000,51,30,009c01e1
1639265000,51,31,fea0fda1
1641145000,52,0,015401a9
1641155000,52,1,fdecffdb
1641165000,52,2,00a9ff13
1641175000,52,3,ffc60177
1641185000,52,4,0137fe95
1641195000,52,5,ff32028b
1641205000,52,6,fffcfdd6
1641215000,52,7,007eff9c
1641225000,52,8,ff1a03d5
1641235000,52,9,016cfb3b
1641245000,52,10,fef900fb
1641255000,52,11,ff960101
1641265000,52,12,02a300b9
1641275000,52,13,fd8efe23
1641285000,52,14,001a01f0
1641295000,52,15,000efd88
1643175000,52,16,02b400f1
1643185000,52,17,007d00ab
1643195000,52,18,fde9fe13
1643205000,52,19,01c801ce
1643215000,52,20,ff2bff23
1643225000,52,21,00bcfd67
1643235000,52,22,00530344
1643245000,52,23,ff83fee1
1643255000,52,24,00f400c5
1643265000,52,25,fe6dfea9
1643275000,52,26,0089005d
1643285000,52,27,fe86008a
1643295000,52,28,0109fdff
1643305000,52,29,ffd60185
1643315000,52,30,01cfff94
1643325000,52,31,fd23ff77
1645205000,53,0,ff0bfe50
1645215000,53,1,ff860322
1645225000,53,2,ff52ff44
1645235000,53,3,0204fd88
1645245000,53,4,fe8a0374
1645255000,53,5,00cffe32
1645265000,53,6,00eb00a0
1645275000,53,7,fde4ffe4
1645285000,53,8,01690034
1645295000,53,9,fe34fee4
1645305000,53,10,02da00a0
1645315000,53,11,fe44ffba
1645325000,53,12,01620094
1645335000,53,13,fe07fff4
1645345000,53,14,00890010
1645355000,53,15,0144ff8e
1647235000,53,16,01230158
1647245000,53,17,0000ff18
1647255000,53,18,ff55ffbe
1647265000,53,19,001f0208
1647275000,53,20,fecb0024
1647285000,53,21,01c7fc23
1647295000,53,22,00b90246
1647305000,53,23,fe31ffbb
1647315000,53,24,004b01bc
1647325000,53,25,0130fe48
1647335000,53,26,ff310006
1647345000,53,27,fec100c4
1647355000,53,28,017ffeb0
1647365000,53,29,ff8dfef9
1647375000,53,30,00a101a6
1647385000,53,31,ffa3fe95
1649265000,54,0,0113ff02
1649275000,54,1,fef600ce
1649285000,54,2,ff9afeda
1649295000,54,3,009c007f
1649305000,54,4,002f00ab
1649315000,54,5,0150ffe0
1649325000,54,6,fe2dff61
1649335000,54,7,ff75ff2b
1649345000,54,8,01f50470
1649355000,54,9,fda6fa6e
1649365000,54,10,027200cc
1649375000,54,11,fe8802b7
1649385000,54,12,0149ff1f
1649395000,54,13,fe38006c
1649405000,54,14,018ffdbd
1649415000,54,15,fefb0217
1651295000,54,16,fed9fe66
1651305000,54,17,0193ffca
1651315000,54,18,fda10166
1651325000,54,19,014dfe41
1651335000,54,20,027d00a2
1651345000,54,21,fed8fef2
1651355000,54,22,002a01f2
1651365000,54,23,fed1fec3
1651375000,54,24,01c501e4
1651385000,54,25,fe27ff28
1651395000,54,26,001ffe84
1651405000,54,27,ff9d00e7
1651415000,54,28,0271fe48
1651425000,54,29,fdea0170
1651435000,54,30,0162ffb8
1651445000,54,31,ff910159
1653325000,55,0,ff85fd11
1653335000,55,1,006f0299
1653345000,55,2,fec5fe36
1653355000,55,3,01530177
1653365000,55,4,0091ff3d
1653375000,55,5,ff92ff90
1653385000,55,6,ff5000f7
1653395000,55,7,00390147
1653405000,55,8,ffc1fd69
1653415000,55,9,002d003b
1653425000,55,10,02c3011a
1653435000,55,11,fbadfef7
1653445000,55,12,024d0085
1653455000,55,13,ff4600c0
1653465000,55,14,009cfe3d
1653475000,55,15,ffbb0267
1655355000,55,16,0028fe59
1655365000,55,17,ff05025d
1655375000,55,18,ff13fcb8
1655385000,55,19,02fa02f8
1655395000,55,20,fd33fe46
1655405000,55,21,016affe4
1655415000,55,22,ff5901d5
1655425000,55,23,016ffe80
1655435000,55,24,fdc40167
1655445000,55,25,ffb3febd
1655455000,55,26,00050014
1655465000,55,27,01280048
1655475000,55,28,00b9fd46
1655485000,55,29,fefa0286
1655495000,55,30,ffcfff8b
1655505000,55,31,008b0084
1657385000,56,0,fe370203
1657395000,56,1,017dfdab
1657405000,56,2,fe240191
1657415000,56,3,0155fef2
1657425000,56,4,006e00a4
1657435000,56,5,ff100100
1657445000,56,6,0219fe09
1657455000,56,7,fde7018d
1657465000,56,8,fefbff6f
1657475000,56,9,0229fe53
1657485000,56,10,000000a7
1657495000,56,11,fdcf021c
1657505000,56,12,02ccfe36
1657515000,56,13,fd32ffb6
1657525000,56,14,00cf021b
1657535000,56,15,0195fe09
1659415000,56,16,0044006f
1659425000,56,17,00750102
1659435000,56,18,ff27fe54
1659445000,56,19,011c00cd
1659455000,56,20,fd6700b9
1659465000,56,21,02c4fec8
1659475000,56,22,fe00007e
1659485000,56,23,009dfe8d
1659495000,56,24,01e003ad
1659505000,56,25,fc95fd16
1659515000,56,26,01a5ffaa
